Product name,Manufacture date,Quantity,Discount
Canned Beans,2022-12-30,208,18
Rum,2023-07-30,79,13
Nestea,2022-11-11,131,14
Can of Tuna,2023-01-15,55,15
Canned Peas,2023-08-20,183,10
Rice,2023-05-31,81,7
Canned Mushrooms,2022-06-12,275,18
Nestea,2023-03-08,6,12
Canned Peas,2023-07-24,118,8
Rum,2022-08-15,15,13
Pasta,2022-06-10,60,12
Pasta,2023-03-22,72,8
Can of Tuna,2022-03-27,97,13
Pasta,2023-12-08,97,0
Fanta,2023-02-24,263,13
Canned Beans,2022-02-04,73,17
Rum,2022-01-16,286,20
Pepsi,2022-03-29,66,13
Canned Pineapple,2022-06-30,195,18
Canned Pineapple,2022-07-26,65,15
Canned Tomatoes,2023-04-08,68,7
Pasta,2022-04-09,79,15
Fanta,2023-01-01,292,19
Canned Pineapple,2022-09-12,40,16
Nestea,2023-07-12,13,12
Rice,2022-12-18,105,14
Nestea,2022-10-24,266,20
Canned Soup,2023-10-16,171,7
Spaghetti,2022-07-17,122,17
Canned Soup,2023-02-07,130,6
Rum,2023-03-20,161,16
Canned Corn,2022-01-10,163,18
Coca-Cola,2023-10-09,250,5
Sprite,2023-08-16,272,5
Canned Beans,2022-08-11,157,20
Rum,2023-04-01,148,7
Canned Olives,2023-04-18,247,15
Canned Pineapple,2023-11-30,105,0
Canned Mushrooms,2022-06-07,138,15
Canned Beans,2023-03-29,8,10
Pasta,2023-08-27,71,0
Fanta,2023-03-17,197,16
Canned Beans,2022-03-20,213,18
Sprite,2022-09-02,296,20
Pasta,2022-05-21,132,16
Canned Peas,2023-08-29,21,0
Canned Pineapple,2023-12-26,203,6
Coca-Cola,2023-12-18,151,6
Whiskey,2023-07-18,61,12
Canned Tomatoes,2022-05-12,223,18
Pepsi,2023-06-10,181,15
Canned Corn,2023-04-14,166,11
Spaghetti,2022-11-07,52,17
Coca-Cola,2022-11-07,66,16
Canned Peas,2022-05-25,47,13
Canned Olives,2022-10-17,297,19
Can of Tuna,2023-03-02,251,14
Pepsi,2022-07-22,282,18
Canned Soup,2022-10-11,41,14
Sprite,2022-03-13,176,18
Pepsi,2022-06-15,279,18
Rice,2023-11-22,269,9
Canned Tomatoes,2022-04-03,163,20
Coca-Cola,2023-09-11,61,0
Fanta,2023-09-15,80,0
Pasta,2022-11-11,146,12
Fanta,2022-07-26,244,20
Canned Tomatoes,2022-10-15,81,15
Pepsi,2022-07-31,80,15
Rum,2023-11-17,71,0
Pepsi,2022-01-07,270,19
Spaghetti,2022-10-16,75,17
Pasta,2023-02-14,285,11
Canned Beans,2023-09-28,103,0
Can of Tuna,2022-09-01,92,17
Whiskey,2022-01-28,80,16
Canned Tomatoes,2023-10-14,75,0
Vodka,2023-07-12,63,10
Can of Tuna,2022-05-22,140,17
Can of Tuna,2023-01-03,94,12
Whiskey,2023-05-07,110,6
Pepsi,2022-08-11,24,15
Fanta,2023-11-01,130,0
Nestea,2022-06-21,61,17
Spaghetti,2023-04-21,32,11
Canned Peas,2023-06-26,279,11
Pasta,2023-06-17,232,11
Canned Soup,2023-07-17,136,14
Sprite,2022-09-22,262,19
Canned Olives,2022-12-18,247,20
Canned Pineapple,2022-01-28,29,13
Canned Soup,2022-01-04,18,14
Canned Olives,2023-03-02,9,14
Canned Olives,2022-10-26,245,18
Rum,2022-05-21,219,19
Pasta,2023-06-05,258,11
Fanta,2022-10-03,121,13
Coca-Cola,2023-06-07,56,9
Spaghetti,2023-09-10,180,5
Canned Olives,2022-05-08,247,18
Canned Beans,2022-01-19,7,16
Fanta,2022-04-07,258,18
Coca-Cola,2023-01-26,177,20
Canned Corn,2023-01-09,196,20
Canned Soup,2022-07-08,216,18
Canned Pineapple,2023-12-05,248,10
Canned Corn,2022-06-25,6,16
Fanta,2023-11-06,225,7
Pasta,2023-12-18,191,7
Whiskey,2022-10-06,17,12
Canned Tomatoes,2023-04-04,83,8
Canned Pineapple,2023-03-12,36,14
Coca-Cola,2022-02-15,108,17
Pepsi,2022-12-06,118,14
Can of Tuna,2022-11-10,33,17
Canned Peas,2023-07-05,92,7
Pepsi,2022-06-20,150,13
Canned Beans,2022-03-31,288,20
Fanta,2023-01-01,132,14
Pepsi,2023-01-01,216,19
Rice,2022-01-04,190,18
Canned Pineapple,2022-01-29,162,18
Fanta,2022-09-23,104,12
Pepsi,2023-11-01,279,9
Canned Pineapple,2022-10-30,95,16
Pepsi,2022-06-18,182,19
Canned Pineapple,2022-04-07,216,20
Vodka,2022-11-14,11,15
Rum,2022-06-16,279,20
Sprite,2022-11-01,78,13
Rum,2023-07-21,185,12
Rum,2022-06-22,171,18
Whiskey,2023-10-13,273,9
Pasta,2023-04-27,134,7
Canned Corn,2023-10-29,18,0
Vodka,2022-09-13,201,19
Canned Soup,2023-08-28,212,10
Fanta,2023-12-11,156,5
Sprite,2022-12-18,210,20
Canned Soup,2023-02-28,204,15
Canned Peas,2023-06-25,227,15
Canned Pineapple,2023-05-29,118,12
Nestea,2022-06-26,43,17
Canned Peas,2022-10-23,63,16
Nestea,2023-02-28,36,9
Vodka,2023-12-05,157,8
Whiskey,2023-03-29,258,11
Canned Pineapple,2022-02-14,288,20
Canned Peas,2022-04-19,28,13
Canned Beans,2022-06-20,24,13
Canned Tomatoes,2022-04-25,109,17
Rum,2023-11-16,29,0
Canned Peas,2023-10-01,243,9
Canned Olives,2022-05-26,130,13
Canned Corn,2023-04-10,91,8
Fanta,2022-07-13,115,17
Spaghetti,2023-08-20,134,0
Pasta,2022-12-05,98,16
Vodka,2022-08-15,291,18
Can of Tuna,2023-05-06,25,13
Rice,2023-08-02,276,8
Rice,2022-12-06,41,17
Canned Olives,2022-01-04,14,14
Pepsi,2023-07-21,207,15
Canned Tomatoes,2022-08-25,75,13
Rum,2023-07-26,217,10
Can of Tuna,2022-09-05,186,19
Rice,2022-11-16,266,18
Nestea,2023-11-16,284,6
Canned Olives,2022-10-29,66,17
Canned Tomatoes,2022-08-03,19,15
Vodka,2022-08-28,86,13
Canned Pineapple,2022-09-04,91,15
Canned Olives,2023-08-29,247,10
Pasta,2022-11-10,145,12
Spaghetti,2022-11-04,146,14
Canned Corn,2022-07-28,169,20
Canned Peas,2022-03-13,97,12
Sprite,2022-08-07,142,12
Canned Corn,2022-06-20,233,20
Spaghetti,2023-06-30,285,16
Canned Peas,2023-04-05,150,13
Rum,2022-10-09,73,13
Spaghetti,2022-05-04,121,15
Sprite,2022-10-12,101,16
Rice,2022-08-07,200,18
Fanta,2022-05-08,109,14
Canned Beans,2023-04-30,250,13
Coca-Cola,2022-04-12,256,19
Canned Mushrooms,2023-03-30,42,7
Coca-Cola,2023-04-26,138,13
Pasta,2023-05-30,119,11
Canned Corn,2023-10-13,224,9
Whiskey,2023-12-02,162,7
Fanta,2023-05-12,85,14
Canned Mushrooms,2023-06-03,59,9
Fanta,2022-10-02,296,20
Canned Mushrooms,2022-10-24,272,19
Canned Peas,2022-02-11,20,16
Canned Corn,2022-06-03,66,16
Canned Soup,2022-03-31,202,20
Fanta,2023-09-18,13,0
Canned Tomatoes,2023-03-28,257,10
Canned Mushrooms,2022-02-24,116,14
Canned Beans,2022-06-29,220,20
Rum,2022-11-08,268,18
Whiskey,2022-10-29,107,16
Pepsi,2022-05-10,42,14
Rice,2022-02-03,226,20
Rice,2022-09-20,20,14
Vodka,2023-12-18,263,5
Canned Tomatoes,2022-12-19,34,14
Canned Olives,2023-03-31,161,11
Pepsi,2023-11-09,139,0
Nestea,2022-02-17,144,12
Vodka,2023-04-08,265,12
Fanta,2023-06-16,204,13
Canned Beans,2022-07-25,171,18
Rice,2023-09-02,246,10
Pepsi,2023-07-29,295,14
Rum,2022-06-06,219,18
Whiskey,2022-02-27,64,16
Rum,2023-12-22,10,0
Spaghetti,2023-03-12,210,14
Canned Tomatoes,2023-12-06,162,5
Canned Tomatoes,2022-03-20,246,20
Canned Peas,2022-09-18,280,18
Whiskey,2023-03-09,42,8
Whiskey,2023-01-31,242,19
Nestea,2022-08-25,175,19
Sprite,2023-09-07,254,8
Canned Olives,2023-08-06,250,5
Rice,2022-10-29,171,19
Vodka,2022-08-20,209,20
Canned Tomatoes,2023-09-24,20,0
Pasta,2022-07-10,133,12
Spaghetti,2022-02-14,74,15
Canned Corn,2022-08-27,284,20
Can of Tuna,2023-09-10,294,6
Canned Peas,2022-03-13,108,15
Canned Soup,2023-03-11,233,10
Canned Peas,2022-08-02,88,13
Spaghetti,2022-03-25,159,18
Whiskey,2022-02-28,186,18
Can of Tuna,2022-01-11,286,18
Nestea,2023-10-22,78,0
Rice,2023-07-27,26,13
Canned Tomatoes,2023-06-24,193,11
Canned Olives,2023-03-05,203,10
Canned Soup,2023-01-17,130,14
Rice,2023-09-16,65,0
Canned Peas,2022-09-27,66,16
Whiskey,2022-04-13,236,19
Coca-Cola,2022-10-22,15,12
Pasta,2023-01-12,90,15
Fanta,2022-06-24,55,16
Coca-Cola,2023-10-10,170,5
Canned Soup,2023-11-18,147,0
Whiskey,2023-08-21,22,0
Canned Tomatoes,2023-07-03,239,13
Canned Pineapple,2022-01-24,65,15
Vodka,2023-03-17,298,15
Canned Pineapple,2022-01-24,3,12
Whiskey,2022-05-15,253,18
Pepsi,2023-05-21,137,9
Nestea,2023-08-21,182,9
Fanta,2022-06-27,178,18
Spaghetti,2023-11-02,232,8
Fanta,2022-01-02,87,16
Nestea,2022-10-23,19,14
Canned Olives,2022-02-01,1,13
Canned Mushrooms,2023-03-30,151,11
Pasta,2022-04-11,279,20
Canned Tomatoes,2023-01-28,49,12
Canned Soup,2022-07-01,257,19
Whiskey,2022-03-10,81,15
Rum,2022-03-29,227,20
Spaghetti,2023-06-02,209,12
Nestea,2022-05-20,106,17
Vodka,2022-01-09,108,17
Rice,2022-08-24,111,15
Canned Olives,2022-01-30,76,17
Sprite,2023-11-18,129,0
Canned Pineapple,2023-06-07,191,11
Canned Olives,2023-02-17,175,10
Canned Corn,2023-07-19,40,13
Vodka,2023-10-20,177,7
Nestea,2022-05-07,22,13
Fanta,2022-06-06,164,18
Pasta,2023-08-17,200,6
Spaghetti,2022-07-06,23,12
Canned Tomatoes,2023-04-01,198,14
Vodka,2023-02-01,120,11
Canned Pineapple,2023-04-13,162,14
Canned Beans,2023-08-22,282,10
Canned Pineapple,2023-08-12,183,9
Rice,2023-05-08,117,11
Vodka,2022-03-01,181,19
Can of Tuna,2023-01-03,267,19
Sprite,2023-10-14,118,0
Canned Soup,2023-06-17,284,10
Canned Beans,2022-03-03,78,15
Nestea,2022-02-11,254,18
Canned Pineapple,2022-12-11,71,15
Coca-Cola,2022-11-27,212,19
Canned Pineapple,2022-01-02,281,20
Rum,2022-07-07,171,19
Canned Beans,2023-11-11,270,9
Canned Pineapple,2023-10-07,238,10
Spaghetti,2023-07-25,135,11
Rice,2022-11-05,201,18
Sprite,2022-11-09,133,16
Canned Beans,2022-11-11,107,15
Vodka,2022-08-27,28,16
Sprite,2022-12-12,70,16
Can of Tuna,2022-03-07,297,19
Canned Peas,2022-11-22,281,19
Canned Corn,2022-04-11,77,17
Can of Tuna,2022-04-16,183,20
Canned Beans,2023-03-26,7,7
Canned Olives,2022-07-18,20,13
Whiskey,2022-08-23,134,12
Spaghetti,2023-07-09,217,15
Can of Tuna,2023-06-29,173,15
Whiskey,2023-12-26,192,9
Canned Mushrooms,2022-06-16,191,20
Canned Olives,2023-09-16,180,9
Whiskey,2023-09-24,59,0
Canned Soup,2023-09-14,199,7
Canned Soup,2023-08-01,88,0
Vodka,2022-04-02,121,14
Can of Tuna,2022-12-06,214,20
Pasta,2023-08-24,123,0
Canned Tomatoes,2022-03-18,81,14
Spaghetti,2023-04-28,53,14
Canned Pineapple,2023-01-22,79,15
Canned Olives,2023-11-05,76,0
Fanta,2023-04-01,65,11
Nestea,2023-03-11,76,13
Nestea,2022-04-23,143,17
Pasta,2023-07-22,125,7
Canned Olives,2022-02-19,127,16
Whiskey,2022-02-03,69,13
Can of Tuna,2023-04-30,270,15
Canned Mushrooms,2023-03-29,71,13
Pepsi,2023-02-10,155,15
Coca-Cola,2022-04-11,127,16
Canned Beans,2022-09-25,228,20
Rum,2022-07-19,266,19
Fanta,2023-06-09,35,11
Whiskey,2022-10-07,129,14
Rice,2022-03-15,82,13
Coca-Cola,2022-06-19,182,19
Fanta,2022-10-21,229,18
Rice,2022-04-12,18,13
Canned Corn,2023-02-02,185,14
Vodka,2022-07-05,231,19
Rum,2022-08-04,212,20
Pasta,2023-10-12,231,8
Rice,2022-01-03,40,14
Spaghetti,2022-07-28,93,14
Pasta,2023-08-15,111,0
Pasta,2023-07-14,204,10
Rice,2023-02-10,68,14
Fanta,2022-10-14,68,17
Rum,2023-08-15,208,6
Pasta,2023-11-01,106,0
Rum,2022-01-27,92,15
Canned Mushrooms,2022-10-27,55,13
Can of Tuna,2022-12-25,226,20
Whiskey,2022-07-21,300,20
Vodka,2023-03-23,188,13
Canned Soup,2023-09-13,139,0
Canned Olives,2022-12-01,299,18
Rum,2022-03-23,156,20
Can of Tuna,2023-02-10,30,12
Can of Tuna,2023-07-10,266,11
Vodka,2023-08-18,148,0
Canned Beans,2022-01-19,28,14
Coca-Cola,2023-09-07,145,0
Canned Corn,2022-02-26,186,19
Spaghetti,2022-08-22,210,20
Rice,2022-09-20,269,18
Canned Mushrooms,2023-06-15,213,10
Canned Corn,2022-03-14,11,16
Whiskey,2023-02-17,68,11
Whiskey,2022-12-31,267,20
Can of Tuna,2023-04-26,116,12
Coca-Cola,2022-06-06,19,17
Pasta,2022-06-29,261,19
Canned Corn,2023-08-22,156,10
Pasta,2023-01-03,60,13
Vodka,2022-09-21,233,18
Canned Beans,2023-05-18,174,14
Canned Corn,2022-03-10,274,20
Canned Tomatoes,2023-10-21,93,0
Rum,2023-04-15,113,10
Rum,2023-09-19,282,8
Rum,2023-06-08,121,11
Sprite,2023-04-17,207,10
Can of Tuna,2022-02-19,182,20
Canned Tomatoes,2023-07-16,60,7
Pepsi,2022-10-08,72,13
Canned Beans,2023-07-19,170,10
Coca-Cola,2023-03-26,108,13
Vodka,2023-12-12,82,0
Spaghetti,2023-04-03,65,6
Canned Beans,2022-04-26,162,19
Pasta,2022-03-02,295,19
Canned Mushrooms,2022-12-27,202,18
Whiskey,2022-10-05,87,16
Vodka,2023-08-16,134,0
Sprite,2023-11-19,35,0
Pepsi,2023-08-22,36,0
Pasta,2023-01-30,31,15
Spaghetti,2022-07-19,207,19
Pasta,2023-06-03,228,11
Canned Tomatoes,2023-09-17,25,0
Vodka,2023-09-21,135,0
Can of Tuna,2022-11-01,189,18
Pasta,2022-05-24,234,18
Sprite,2022-09-04,254,20
Rice,2023-12-08,216,9
Canned Tomatoes,2022-09-19,234,20
Canned Soup,2022-09-22,297,19
Canned Soup,2022-10-03,110,16
Sprite,2023-07-25,150,14
Canned Corn,2023-08-21,188,5
Nestea,2022-02-18,71,15
Pepsi,2022-02-02,185,20
Coca-Cola,2023-02-05,173,13
Canned Corn,2022-06-18,291,20
Canned Olives,2023-08-04,201,6
Canned Soup,2022-10-08,265,19
Canned Pineapple,2023-07-22,287,11
Pepsi,2022-08-28,120,13
Canned Corn,2023-12-22,81,0
Canned Corn,2022-06-03,213,19
Pasta,2023-07-22,123,10
Fanta,2022-04-25,60,17
Spaghetti,2022-06-07,6,16
Canned Peas,2022-06-26,236,18
Canned Olives,2023-03-21,127,8
Sprite,2022-12-25,125,15
Fanta,2022-12-24,142,13
Coca-Cola,2022-02-05,204,20
Pasta,2023-01-31,232,20
Canned Beans,2022-05-21,206,20
Fanta,2023-11-20,115,0
Canned Tomatoes,2022-11-17,157,20
Canned Pineapple,2022-10-01,198,18
Canned Corn,2022-12-29,114,13
Canned Tomatoes,2022-02-07,222,20
Canned Beans,2022-01-17,123,16
Canned Mushrooms,2022-01-22,41,17
Rum,2023-06-20,221,16
Can of Tuna,2023-03-20,248,12
Canned Pineapple,2022-11-25,278,19
Pepsi,2023-02-25,50,10
Canned Pineapple,2023-02-08,62,10
Can of Tuna,2022-07-01,281,19
Nestea,2023-09-12,25,0
Spaghetti,2022-01-26,294,19
Pepsi,2023-06-30,232,12
Canned Beans,2022-02-03,223,19
Whiskey,2023-12-30,125,0
Pepsi,2022-11-13,115,14
Canned Pineapple,2023-05-10,92,8
Coca-Cola,2023-01-15,3,13
Pepsi,2022-02-05,105,14
Canned Corn,2022-03-05,123,13
Whiskey,2022-06-13,123,12
Coca-Cola,2023-01-05,175,18
Rice,2023-01-17,40,14
Can of Tuna,2022-10-24,56,17
Rum,2023-11-28,16,0
Nestea,2023-12-27,263,5
Canned Olives,2023-07-21,195,16
Canned Soup,2023-06-13,3,11
Coca-Cola,2023-10-08,187,9
Rice,2022-09-08,146,16
Fanta,2022-10-05,35,13
Canned Corn,2022-05-24,74,12
Nestea,2022-03-27,37,12
Spaghetti,2022-01-22,258,20
Canned Soup,2023-06-01,1,12
Canned Beans,2023-05-05,256,13
Canned Tomatoes,2023-04-26,132,6
Canned Soup,2023-03-05,222,10
Coca-Cola,2022-08-25,85,17
Coca-Cola,2022-04-29,53,14
Rum,2022-11-15,91,12
Nestea,2023-07-29,32,8
Canned Olives,2023-06-17,1,13
Rum,2022-04-20,199,18
Canned Corn,2022-09-19,273,18
Rum,2022-09-13,237,19
Spaghetti,2022-10-23,10,15
Canned Corn,2023-12-23,111,0
Spaghetti,2023-09-06,65,0
Nestea,2023-08-17,234,7
Canned Tomatoes,2023-04-28,235,14
Pepsi,2022-08-27,270,19
Coca-Cola,2023-06-17,71,6
Rice,2023-03-21,142,6
Canned Mushrooms,2022-06-23,91,14
Pasta,2022-06-29,52,14
Can of Tuna,2022-05-29,295,20
Canned Mushrooms,2022-04-27,179,19
Rice,2022-04-06,177,19
Canned Corn,2022-02-19,274,20
Canned Olives,2022-06-17,225,19
Canned Mushrooms,2023-09-03,171,10
Canned Beans,2022-04-02,91,13
Vodka,2022-09-13,126,17
Fanta,2023-01-19,277,20
Vodka,2023-05-18,141,9
Sprite,2022-06-30,65,15
Canned Beans,2023-01-31,93,12
Nestea,2023-12-08,46,0
Canned Pineapple,2023-05-21,239,14
Canned Peas,2022-06-05,197,20
Whiskey,2022-04-19,53,15
Canned Tomatoes,2023-10-09,129,0
Sprite,2022-02-11,152,19
Vodka,2023-09-24,214,6
Pepsi,2022-10-05,173,20
Pepsi,2023-09-28,203,9
Whiskey,2023-01-30,241,20
Vodka,2023-04-28,138,9
Canned Soup,2023-11-09,99,0
Vodka,2022-11-26,224,20
Rum,2023-07-12,29,11
Spaghetti,2022-01-19,63,14
Nestea,2022-03-23,113,15
Canned Beans,2022-06-04,86,16
Canned Tomatoes,2023-01-15,299,18
Sprite,2022-02-16,25,12
Rice,2022-01-06,74,16
Canned Pineapple,2023-09-30,257,7
Canned Mushrooms,2023-02-19,17,8
Fanta,2022-01-09,143,16
Canned Soup,2023-03-16,163,16
Can of Tuna,2023-09-02,178,6
Vodka,2022-07-03,253,20
Canned Mushrooms,2022-12-19,161,19
Spaghetti,2023-03-04,261,15
Pasta,2023-11-17,208,5
Pepsi,2022-09-11,265,18
Fanta,2023-01-07,288,20
Rum,2022-12-31,59,12
Can of Tuna,2023-06-29,92,8
Pasta,2023-06-21,138,7
Canned Mushrooms,2022-01-22,8,13
Canned Corn,2023-12-10,192,6
Canned Corn,2022-07-09,274,18
Spaghetti,2022-10-17,146,15
Canned Pineapple,2022-04-22,278,20
Rice,2023-11-19,70,0
Canned Corn,2023-12-19,91,0
Canned Peas,2023-12-14,81,0
Canned Mushrooms,2022-07-26,89,16
Canned Tomatoes,2023-02-27,122,13
Pasta,2023-01-01,109,13
Canned Beans,2023-10-31,224,6
Canned Peas,2023-06-26,136,10
Canned Beans,2022-08-13,238,19
Pasta,2022-09-11,239,19
Spaghetti,2022-01-05,163,20
Canned Tomatoes,2023-03-04,105,7
Canned Corn,2023-11-28,287,9
Fanta,2023-06-16,86,6
Canned Peas,2022-11-25,27,16
Vodka,2022-04-17,144,12
Rice,2023-02-26,192,12
Rice,2023-11-22,104,0
Rice,2022-01-31,285,18
Rice,2022-06-04,12,14
Canned Corn,2022-01-08,225,19
Coca-Cola,2023-10-26,87,0
Fanta,2022-05-27,267,19
Canned Soup,2023-11-30,250,10
Rum,2023-04-21,42,9
Canned Peas,2022-07-22,84,16
Canned Soup,2022-04-08,174,19
Nestea,2023-12-26,101,0
Sprite,2022-09-23,154,20
Pepsi,2023-10-01,147,0
Sprite,2023-06-04,162,12
Rum,2022-12-25,7,15
Pasta,2023-09-03,142,0
Canned Soup,2023-10-15,69,0
Vodka,2022-06-20,174,19
Rum,2022-12-20,156,19
Canned Mushrooms,2023-02-08,44,12
Pasta,2022-01-08,17,14
Nestea,2023-06-06,232,10
Canned Corn,2022-05-18,194,19
Spaghetti,2023-11-06,227,7
Canned Tomatoes,2022-09-12,79,16
Sprite,2023-10-04,124,0
Canned Pineapple,2022-05-31,105,12
Can of Tuna,2023-02-09,57,12
Pasta,2022-08-29,242,20
Coca-Cola,2022-10-21,267,19
Canned Soup,2023-11-22,238,5
Canned Peas,2023-01-03,118,12
Rice,2023-09-18,221,10
Can of Tuna,2023-12-11,61,0
Fanta,2023-12-23,4,0
Spaghetti,2023-06-29,173,14
Coca-Cola,2022-02-14,59,12
Canned Pineapple,2023-01-07,190,19
Canned Beans,2023-02-19,104,14
Pasta,2023-02-13,83,10
Vodka,2022-08-15,145,14
Rice,2023-04-19,298,16
Vodka,2022-06-05,169,19
Spaghetti,2023-08-28,244,6
Canned Peas,2022-01-02,220,18
Sprite,2023-01-09,133,13
Canned Peas,2023-07-25,124,6
Canned Peas,2023-09-24,34,0
Canned Olives,2022-07-26,107,17
Canned Peas,2022-10-17,162,18
Vodka,2022-06-25,285,20
Canned Soup,2023-06-05,63,10
Rice,2022-07-12,149,16
Canned Soup,2022-06-24,213,20
Canned Mushrooms,2023-10-06,295,7
Whiskey,2022-02-04,142,15
Canned Olives,2022-10-30,179,19
Canned Mushrooms,2022-03-26,19,16
Canned Tomatoes,2022-03-29,85,13
Canned Pineapple,2023-12-25,148,0
Rice,2023-05-03,225,13
Whiskey,2023-12-18,110,0
Rice,2022-05-05,259,18
Rice,2022-10-25,168,19
Nestea,2023-09-24,217,7
Coca-Cola,2023-05-12,234,14
Spaghetti,2022-10-03,28,13
Rum,2022-10-20,177,20
Canned Peas,2022-05-08,46,16
Rice,2023-05-22,96,6
Vodka,2022-12-10,133,15
Pasta,2023-04-06,88,7
Spaghetti,2022-05-02,211,18
Pepsi,2022-12-10,221,18
Canned Corn,2023-01-18,204,18
Spaghetti,2023-03-24,207,15
Spaghetti,2022-09-27,21,17
Coca-Cola,2023-09-10,115,0
Pasta,2022-03-06,124,12
Rum,2022-11-05,108,17
Canned Peas,2022-07-23,43,13
Sprite,2023-04-21,96,14
Rice,2022-11-28,200,19
Fanta,2022-11-01,157,19
Canned Soup,2023-09-28,255,10
Canned Pineapple,2022-12-31,78,15
Canned Mushrooms,2023-06-29,163,13
Canned Beans,2023-04-17,25,12
Fanta,2022-04-20,71,14
Vodka,2022-01-11,139,17
Canned Peas,2023-11-13,166,5
Fanta,2023-05-13,119,10
Canned Peas,2023-02-12,68,9
Fanta,2022-05-26,89,14
Can of Tuna,2023-01-08,255,20
Fanta,2023-06-06,153,10
Canned Tomatoes,2022-09-04,168,20
Pasta,2022-09-04,130,12
Canned Pineapple,2023-12-22,288,9
Canned Soup,2022-05-23,28,17
Vodka,2022-07-19,193,18
Pasta,2022-11-28,278,20
Fanta,2023-12-26,89,0
Canned Soup,2022-02-03,152,18
Sprite,2022-02-18,227,18
Canned Mushrooms,2022-05-04,212,20
Pasta,2022-10-05,182,20
Whiskey,2023-04-29,147,9
Canned Mushrooms,2023-01-01,202,20
Canned Soup,2022-06-14,137,17
Pepsi,2023-10-27,25,0
Canned Peas,2023-01-29,127,16
Canned Beans,2022-07-04,104,16
Coca-Cola,2023-11-27,75,0
Spaghetti,2023-04-05,256,12
Canned Corn,2022-03-24,87,13
Rice,2023-10-28,199,8
Canned Beans,2022-06-18,186,20
Spaghetti,2023-12-19,213,7
Spaghetti,2022-03-29,178,18
Nestea,2023-06-27,100,9
Canned Soup,2023-08-20,238,8
Canned Olives,2022-05-20,98,14
Canned Pineapple,2022-11-05,136,16
Canned Corn,2022-10-29,219,18
Vodka,2022-10-15,220,19
Canned Olives,2023-02-12,187,11
Canned Beans,2022-04-08,11,13
Nestea,2023-01-13,9,12
Rice,2022-11-11,175,18
Rice,2023-05-19,13,10
Pasta,2022-12-27,9,17
Canned Soup,2023-04-17,78,9
Canned Corn,2023-02-27,108,13
Pasta,2023-03-24,205,16
Rice,2023-01-01,145,14
Pasta,2023-12-29,47,0
Canned Peas,2023-05-30,282,16
Nestea,2023-01-01,185,19
Vodka,2022-06-13,76,13
Vodka,2022-05-22,152,19
Whiskey,2022-02-02,229,19
Canned Beans,2023-02-03,203,10
Canned Olives,2023-11-22,166,9
Canned Mushrooms,2022-04-16,124,12
Canned Olives,2023-07-03,62,7
Nestea,2022-10-02,174,18
Canned Tomatoes,2023-03-18,204,14
Vodka,2023-05-26,177,10
Rice,2023-12-05,269,9
Rum,2023-05-30,248,16
Coca-Cola,2022-02-22,147,15
Canned Soup,2023-03-16,66,10
Coca-Cola,2023-02-24,280,13
Rum,2023-08-22,18,0
Canned Peas,2022-01-17,133,13
Pasta,2023-03-06,89,6
Spaghetti,2023-07-06,127,9
Canned Beans,2023-06-30,217,16
Canned Tomatoes,2022-01-25,137,13
Rice,2022-06-10,126,15
Vodka,2023-02-15,214,15
Spaghetti,2023-11-01,157,6
Canned Pineapple,2023-04-26,122,14
Fanta,2022-04-03,108,13
Sprite,2023-07-07,93,12
Canned Soup,2022-05-04,213,19
Spaghetti,2022-03-24,32,17
Fanta,2022-04-21,17,13
Can of Tuna,2023-11-28,86,0
Rum,2023-01-18,5,14
Vodka,2022-04-27,276,19
Coca-Cola,2022-06-10,269,18
Canned Olives,2023-05-19,149,13
Pasta,2023-01-01,174,19
Fanta,2022-09-23,86,13
Fanta,2022-04-29,63,12
Sprite,2023-11-08,298,9
Canned Corn,2023-07-27,178,16
Canned Olives,2023-07-26,75,7
Canned Olives,2023-02-09,258,16
Canned Pineapple,2023-07-31,63,0
Canned Olives,2022-05-23,190,20
Rum,2022-09-28,264,20
Canned Peas,2023-01-02,274,19
Canned Mushrooms,2022-01-17,232,19
Can of Tuna,2022-02-20,109,12
Rice,2023-02-11,255,13
Vodka,2023-04-14,236,15
Canned Soup,2022-06-29,160,20
Can of Tuna,2023-01-03,12,15
Sprite,2023-09-04,253,10
Canned Olives,2023-11-27,129,0
Spaghetti,2022-01-20,222,20
Canned Beans,2022-06-06,202,19
Pasta,2022-11-02,298,18
Canned Pineapple,2022-10-16,271,18
Coca-Cola,2023-11-11,74,0
Canned Beans,2023-04-13,226,16
Whiskey,2022-03-11,283,19
Fanta,2023-09-18,127,0
Canned Olives,2023-11-26,5,0
Canned Corn,2023-02-26,81,10
Canned Tomatoes,2022-05-27,16,17
Canned Pineapple,2022-02-25,172,19
Canned Soup,2022-10-02,36,17
Canned Beans,2022-01-29,144,12
Canned Peas,2022-09-22,101,16
Canned Mushrooms,2022-03-26,33,15
Rum,2023-05-24,192,15
Canned Tomatoes,2023-08-06,18,0
Spaghetti,2022-11-21,48,12
Canned Olives,2022-01-27,153,20
Spaghetti,2022-05-11,52,13
Canned Soup,2023-06-25,265,10
Canned Tomatoes,2023-06-21,81,14
Pepsi,2023-01-07,84,12
Rice,2022-03-06,68,12
Vodka,2022-05-19,218,18
Pasta,2022-11-12,30,17
Coca-Cola,2022-01-26,192,19
Nestea,2022-11-10,8,17
Canned Beans,2022-08-15,114,14
Canned Beans,2022-06-08,83,17
