Product,Category,Quantity,Manufactury Date,Expiry Date,Quantity Sold Last 30 Days,Discount
Juice,Beverages,45,2024-07-22,2024-09-20,3,3
Butter,Dairy,31,2024-07-21,2024-08-20,28,6
Tomato,Vegetables,25,2024-07-23,2024-08-05,38,9
Shrimp,Seafood,35,2024-07-22,2024-07-28,48,10
Spinach,Vegetables,33,2024-07-14,2024-07-22,16,41
Milk,Dairy,23,2024-07-11,2024-07-21,29,18
Potato,Vegetables,43,2024-07-14,2024-07-22,46,11
Chips,Snacks,14,2024-07-23,2024-12-20,14,0
Fish,Seafood,72,2024-07-23,2024-07-27,32,37
Cookies,Snacks,41,2024-07-11,2024-11-08,0,5
Bread,Bakery,10,2024-07-22,2024-07-25,25,13
Banana,Fruits,31,2024-07-14,2024-07-21,16,19
Fish,Seafood,81,2024-07-13,2024-07-17,32,35
Beef,Meat,62,2024-07-12,2024-07-19,34,13
Tomato,Vegetables,82,2024-07-10,2024-07-23,38,41
Beef,Meat,33,2024-07-18,2024-07-25,34,14
Fish,Seafood,71,2024-07-10,2024-07-14,32,31
Chips,Snacks,74,2024-07-22,2024-12-19,14,6
Juice,Beverages,25,2024-07-22,2024-09-20,3,0
Beef,Meat,20,2024-07-13,2024-07-20,34,14
Broccoli,Vegetables,20,2024-07-22,2024-08-03,31,14
Beef,Meat,87,2024-07-22,2024-07-29,34,34
Chips,Snacks,69,2024-07-17,2024-12-14,14,2
Banana,Fruits,89,2024-07-12,2024-07-19,16,37
Chips,Snacks,49,2024-07-11,2024-12-08,14,7
Orange,Fruits,93,2024-07-16,2024-08-05,42,33
Bread,Bakery,29,2024-07-21,2024-07-24,25,18
Potato,Vegetables,72,2024-07-16,2024-07-24,46,12
Yogurt,Dairy,74,2024-07-17,2024-07-29,10,34
Banana,Fruits,55,2024-07-23,2024-07-30,16,48
Yogurt,Dairy,37,2024-07-12,2024-07-24,10,36
Cookies,Snacks,55,2024-07-21,2024-11-18,0,2
Broccoli,Vegetables,27,2024-07-13,2024-07-25,31,16
Tomato,Vegetables,11,2024-07-17,2024-07-30,38,19
Shrimp,Seafood,68,2024-07-21,2024-07-27,48,18
Beef,Meat,66,2024-07-21,2024-07-28,34,16
Broccoli,Vegetables,13,2024-07-10,2024-07-22,31,12
Orange,Fruits,49,2024-07-12,2024-08-01,42,19
Apple,Fruits,90,2024-07-10,2024-07-25,18,34
Shrimp,Seafood,95,2024-07-19,2024-07-25,48,19
Banana,Fruits,12,2024-07-11,2024-07-18,16,16
Banana,Fruits,38,2024-07-14,2024-07-21,16,42
Soda,Beverages,12,2024-07-19,2024-10-17,18,0
Chicken,Meat,72,2024-07-20,2024-07-25,39,12
Soda,Beverages,47,2024-07-12,2024-10-10,18,8
Beef,Meat,15,2024-07-15,2024-07-22,34,15
Spinach,Vegetables,62,2024-07-22,2024-07-30,16,38
Carrot,Vegetables,23,2024-07-17,2024-07-27,25,16
Milk,Dairy,28,2024-07-10,2024-07-20,29,16
Banana,Fruits,45,2024-07-14,2024-07-21,16,30
Orange,Fruits,30,2024-07-10,2024-07-30,42,18
Broccoli,Vegetables,47,2024-07-16,2024-07-28,31,13
Bread,Bakery,23,2024-07-12,2024-07-15,25,19
Bread,Bakery,69,2024-07-22,2024-07-25,25,39
Soda,Beverages,69,2024-07-23,2024-10-21,18,5
Orange,Fruits,33,2024-07-12,2024-08-01,42,15
Apple,Fruits,66,2024-07-16,2024-07-31,18,33
Orange,Fruits,39,2024-07-17,2024-08-06,42,13
Spinach,Vegetables,43,2024-07-19,2024-07-27,16,33
Banana,Fruits,73,2024-07-14,2024-07-21,16,31
Banana,Fruits,32,2024-07-18,2024-07-25,16,15
Fish,Seafood,21,2024-07-12,2024-07-16,32,12
Tomato,Vegetables,58,2024-07-11,2024-07-24,38,17
Milk,Dairy,93,2024-07-10,2024-07-20,29,46
Spinach,Vegetables,85,2024-07-11,2024-07-19,16,38
Bread,Bakery,41,2024-07-21,2024-07-24,25,13
Yogurt,Dairy,48,2024-07-17,2024-07-29,10,42
Tomato,Vegetables,22,2024-07-22,2024-08-04,38,14
Butter,Dairy,67,2024-07-13,2024-08-12,28,24
Chips,Snacks,43,2024-07-22,2024-12-19,14,5
Chicken,Meat,51,2024-07-18,2024-07-23,39,12
Broccoli,Vegetables,78,2024-07-21,2024-08-02,31,33
Fish,Seafood,22,2024-07-13,2024-07-17,32,13
Cookies,Snacks,41,2024-07-16,2024-11-13,0,8
Chips,Snacks,25,2024-07-11,2024-12-08,14,0
Fish,Seafood,87,2024-07-23,2024-07-27,32,46
Butter,Dairy,76,2024-07-22,2024-08-21,28,32
Milk,Dairy,12,2024-07-23,2024-08-02,29,8
Shrimp,Seafood,42,2024-07-11,2024-07-17,48,16
Milk,Dairy,75,2024-07-10,2024-07-20,29,45
Cookies,Snacks,96,2024-07-23,2024-11-20,0,4
Shrimp,Seafood,39,2024-07-13,2024-07-19,48,15
Chicken,Meat,69,2024-07-11,2024-07-16,39,16
Butter,Dairy,39,2024-07-19,2024-08-18,28,8
Cookies,Snacks,68,2024-07-17,2024-11-14,0,9
Orange,Fruits,60,2024-07-18,2024-08-07,42,12
Chicken,Meat,80,2024-07-13,2024-07-18,39,38
Butter,Dairy,89,2024-07-16,2024-08-15,28,22
Chicken,Meat,60,2024-07-10,2024-07-15,39,12
Tomato,Vegetables,98,2024-07-23,2024-08-05,38,30
Shrimp,Seafood,98,2024-07-23,2024-07-29,48,30
Orange,Fruits,25,2024-07-21,2024-08-10,42,13
Butter,Dairy,83,2024-07-18,2024-08-17,28,20
Banana,Fruits,95,2024-07-21,2024-07-28,16,46
Beef,Meat,98,2024-07-23,2024-07-30,34,49
Chips,Snacks,82,2024-07-16,2024-12-13,14,3
Chicken,Meat,97,2024-07-14,2024-07-19,39,45
Milk,Dairy,46,2024-07-10,2024-07-20,29,16
Soda,Beverages,36,2024-07-17,2024-10-15,18,0
Juice,Beverages,53,2024-07-19,2024-09-17,3,1
Apple,Fruits,90,2024-07-18,2024-08-02,18,26
Potato,Vegetables,30,2024-07-23,2024-07-31,46,10
Orange,Fruits,68,2024-07-10,2024-07-30,42,15
Potato,Vegetables,29,2024-07-13,2024-07-21,46,17
Juice,Beverages,69,2024-07-15,2024-09-13,3,1
Banana,Fruits,62,2024-07-22,2024-07-29,16,46
Juice,Beverages,14,2024-07-19,2024-09-17,3,3
Spinach,Vegetables,57,2024-07-11,2024-07-19,16,40
Apple,Fruits,55,2024-07-18,2024-08-02,18,29
Potato,Vegetables,10,2024-07-16,2024-07-24,46,15
Beef,Meat,28,2024-07-17,2024-07-24,34,14
Cookies,Snacks,43,2024-07-17,2024-11-14,0,6
Milk,Dairy,90,2024-07-13,2024-07-23,29,31
Shrimp,Seafood,59,2024-07-17,2024-07-23,48,13
Chicken,Meat,29,2024-07-10,2024-07-15,39,15
Carrot,Vegetables,16,2024-07-20,2024-07-30,25,19
Potato,Vegetables,60,2024-07-16,2024-07-24,46,14
Banana,Fruits,92,2024-07-17,2024-07-24,16,47
Apple,Fruits,76,2024-07-20,2024-08-04,18,23
Beef,Meat,89,2024-07-13,2024-07-20,34,48
Potato,Vegetables,91,2024-07-17,2024-07-25,46,19
Yogurt,Dairy,46,2024-07-17,2024-07-29,10,37
Soda,Beverages,69,2024-07-20,2024-10-18,18,8
Potato,Vegetables,96,2024-07-14,2024-07-22,46,41
Milk,Dairy,98,2024-07-18,2024-07-28,29,43
Banana,Fruits,92,2024-07-11,2024-07-18,16,34
Bread,Bakery,44,2024-07-14,2024-07-17,25,19
Shrimp,Seafood,19,2024-07-11,2024-07-17,48,11
Yogurt,Dairy,49,2024-07-17,2024-07-29,10,46
Cookies,Snacks,15,2024-07-22,2024-11-19,0,8
Shrimp,Seafood,36,2024-07-14,2024-07-20,48,11
Cookies,Snacks,96,2024-07-20,2024-11-17,0,7
Potato,Vegetables,45,2024-07-11,2024-07-19,46,19
Cookies,Snacks,82,2024-07-12,2024-11-09,0,7
Spinach,Vegetables,10,2024-07-15,2024-07-23,16,16
Bread,Bakery,60,2024-07-15,2024-07-18,25,32
Potato,Vegetables,33,2024-07-18,2024-07-26,46,11
Potato,Vegetables,36,2024-07-16,2024-07-24,46,11
Yogurt,Dairy,93,2024-07-12,2024-07-24,10,42
Milk,Dairy,16,2024-07-12,2024-07-22,29,15
Fish,Seafood,99,2024-07-17,2024-07-21,32,43
Apple,Fruits,39,2024-07-13,2024-07-28,18,49
Milk,Dairy,79,2024-07-20,2024-07-30,29,39
Milk,Dairy,43,2024-07-19,2024-07-29,29,18
Spinach,Vegetables,59,2024-07-15,2024-07-23,16,48
Beef,Meat,84,2024-07-19,2024-07-26,34,46
Potato,Vegetables,22,2024-07-23,2024-07-31,46,19
Milk,Dairy,15,2024-07-21,2024-07-31,29,19
Apple,Fruits,22,2024-07-10,2024-07-25,18,16
Carrot,Vegetables,17,2024-07-14,2024-07-24,25,14
Orange,Fruits,98,2024-07-21,2024-08-10,42,34
Milk,Dairy,35,2024-07-19,2024-07-29,29,13
Chicken,Meat,40,2024-07-15,2024-07-20,39,15
Spinach,Vegetables,60,2024-07-17,2024-07-25,16,44
Soda,Beverages,77,2024-07-16,2024-10-14,18,7
Broccoli,Vegetables,22,2024-07-11,2024-07-23,31,12
Milk,Dairy,21,2024-07-15,2024-07-25,29,13
Shrimp,Seafood,23,2024-07-15,2024-07-21,48,13
Shrimp,Seafood,36,2024-07-19,2024-07-25,48,16
Broccoli,Vegetables,81,2024-07-11,2024-07-23,31,49
Broccoli,Vegetables,58,2024-07-21,2024-08-02,31,8
Spinach,Vegetables,39,2024-07-19,2024-07-27,16,48
Bread,Bakery,59,2024-07-19,2024-07-22,25,30
Tomato,Vegetables,75,2024-07-20,2024-08-02,38,14
Banana,Fruits,65,2024-07-18,2024-07-25,16,30
Banana,Fruits,60,2024-07-14,2024-07-21,16,30
Shrimp,Seafood,74,2024-07-11,2024-07-17,48,14
Carrot,Vegetables,71,2024-07-10,2024-07-20,25,49
Butter,Dairy,49,2024-07-23,2024-08-22,28,6
Cookies,Snacks,26,2024-07-14,2024-11-11,0,6
Potato,Vegetables,27,2024-07-14,2024-07-22,46,18
Juice,Beverages,41,2024-07-12,2024-09-10,3,7
Cookies,Snacks,32,2024-07-22,2024-11-19,0,8
Milk,Dairy,62,2024-07-23,2024-08-02,29,20
Milk,Dairy,55,2024-07-20,2024-07-30,29,14
Potato,Vegetables,65,2024-07-13,2024-07-21,46,14
Shrimp,Seafood,16,2024-07-14,2024-07-20,48,12
Tomato,Vegetables,34,2024-07-21,2024-08-03,38,6
Butter,Dairy,11,2024-07-23,2024-08-22,28,11
Chicken,Meat,74,2024-07-18,2024-07-23,39,10
Apple,Fruits,93,2024-07-18,2024-08-02,18,23
Juice,Beverages,87,2024-07-12,2024-09-10,3,7
Soda,Beverages,90,2024-07-14,2024-10-12,18,5
Butter,Dairy,85,2024-07-22,2024-08-21,28,34
Soda,Beverages,86,2024-07-23,2024-10-21,18,5
Spinach,Vegetables,83,2024-07-12,2024-07-20,16,38
Spinach,Vegetables,28,2024-07-12,2024-07-20,16,15
Soda,Beverages,32,2024-07-15,2024-10-13,18,0
Chicken,Meat,26,2024-07-19,2024-07-24,39,16
Broccoli,Vegetables,33,2024-07-23,2024-08-04,31,11
Apple,Fruits,38,2024-07-20,2024-08-04,18,20
Banana,Fruits,66,2024-07-14,2024-07-21,16,31
Apple,Fruits,52,2024-07-17,2024-08-01,18,36
Potato,Vegetables,85,2024-07-15,2024-07-23,46,17
Beef,Meat,16,2024-07-21,2024-07-28,34,14
Fish,Seafood,62,2024-07-10,2024-07-14,32,10
Bread,Bakery,94,2024-07-13,2024-07-16,25,32
Chips,Snacks,19,2024-07-16,2024-12-13,14,0
Banana,Fruits,65,2024-07-15,2024-07-22,16,39
Beef,Meat,65,2024-07-21,2024-07-28,34,17
Shrimp,Seafood,78,2024-07-10,2024-07-16,48,12
Soda,Beverages,98,2024-07-12,2024-10-10,18,1
Shrimp,Seafood,43,2024-07-18,2024-07-24,48,12
Fish,Seafood,31,2024-07-15,2024-07-19,32,11
Shrimp,Seafood,34,2024-07-15,2024-07-21,48,18
Tomato,Vegetables,19,2024-07-22,2024-08-04,38,7
Chicken,Meat,57,2024-07-21,2024-07-26,39,12
Soda,Beverages,46,2024-07-18,2024-10-16,18,9
Butter,Dairy,18,2024-07-16,2024-08-15,28,12
Yogurt,Dairy,81,2024-07-17,2024-07-29,10,39
Potato,Vegetables,69,2024-07-20,2024-07-28,46,13
Orange,Fruits,17,2024-07-22,2024-08-11,42,11
Broccoli,Vegetables,67,2024-07-23,2024-08-04,31,26
Banana,Fruits,79,2024-07-15,2024-07-22,16,39
Broccoli,Vegetables,60,2024-07-12,2024-07-24,31,14
Spinach,Vegetables,31,2024-07-16,2024-07-24,16,14
Cookies,Snacks,43,2024-07-17,2024-11-14,0,3
Cookies,Snacks,50,2024-07-21,2024-11-18,0,4
Broccoli,Vegetables,57,2024-07-22,2024-08-03,31,14
Chips,Snacks,85,2024-07-15,2024-12-12,14,4
Broccoli,Vegetables,47,2024-07-20,2024-08-01,31,17
Potato,Vegetables,80,2024-07-23,2024-07-31,46,12
Fish,Seafood,92,2024-07-21,2024-07-25,32,36
Cookies,Snacks,54,2024-07-17,2024-11-14,0,2
Spinach,Vegetables,99,2024-07-20,2024-07-28,16,46
Yogurt,Dairy,79,2024-07-14,2024-07-26,10,37
Juice,Beverages,76,2024-07-16,2024-09-14,3,5
Yogurt,Dairy,10,2024-07-11,2024-07-23,10,13
Tomato,Vegetables,97,2024-07-13,2024-07-26,38,37
Orange,Fruits,39,2024-07-17,2024-08-06,42,6
Juice,Beverages,68,2024-07-12,2024-09-10,3,9
Chicken,Meat,88,2024-07-22,2024-07-27,39,32
Bread,Bakery,35,2024-07-12,2024-07-15,25,14
Bread,Bakery,48,2024-07-23,2024-07-26,25,18
Orange,Fruits,68,2024-07-20,2024-08-09,42,10
Broccoli,Vegetables,70,2024-07-20,2024-08-01,31,33
Apple,Fruits,70,2024-07-17,2024-08-01,18,32
Orange,Fruits,32,2024-07-12,2024-08-01,42,16
Orange,Fruits,58,2024-07-20,2024-08-09,42,11
Juice,Beverages,60,2024-07-11,2024-09-09,3,6
Carrot,Vegetables,16,2024-07-13,2024-07-23,25,13
Soda,Beverages,32,2024-07-12,2024-10-10,18,0
Apple,Fruits,60,2024-07-17,2024-08-01,18,34
Beef,Meat,49,2024-07-11,2024-07-18,34,13
Juice,Beverages,73,2024-07-10,2024-09-08,3,6
Spinach,Vegetables,53,2024-07-15,2024-07-23,16,49
Tomato,Vegetables,83,2024-07-19,2024-08-01,38,47
Potato,Vegetables,33,2024-07-23,2024-07-31,46,15
Milk,Dairy,37,2024-07-16,2024-07-26,29,15
Tomato,Vegetables,23,2024-07-17,2024-07-30,38,19
Tomato,Vegetables,21,2024-07-16,2024-07-29,38,19
Tomato,Vegetables,12,2024-07-18,2024-07-31,38,12
Chicken,Meat,31,2024-07-21,2024-07-26,39,15
Cookies,Snacks,18,2024-07-21,2024-11-18,0,3
Soda,Beverages,76,2024-07-23,2024-10-21,18,5
Butter,Dairy,20,2024-07-19,2024-08-18,28,14
Juice,Beverages,72,2024-07-12,2024-09-10,3,2
Orange,Fruits,18,2024-07-22,2024-08-11,42,13
Beef,Meat,32,2024-07-18,2024-07-25,34,16
Apple,Fruits,53,2024-07-20,2024-08-04,18,25
Shrimp,Seafood,85,2024-07-21,2024-07-27,48,11
Milk,Dairy,60,2024-07-11,2024-07-21,29,49
Spinach,Vegetables,36,2024-07-23,2024-07-31,16,41
Soda,Beverages,48,2024-07-11,2024-10-09,18,0
Beef,Meat,10,2024-07-17,2024-07-24,34,16
Butter,Dairy,51,2024-07-13,2024-08-12,28,6
Juice,Beverages,64,2024-07-18,2024-09-16,3,9
Broccoli,Vegetables,84,2024-07-19,2024-07-31,31,35
Bread,Bakery,86,2024-07-17,2024-07-20,25,40
Orange,Fruits,67,2024-07-16,2024-08-05,42,5
Soda,Beverages,59,2024-07-15,2024-10-13,18,1
Milk,Dairy,92,2024-07-12,2024-07-22,29,46
Apple,Fruits,31,2024-07-18,2024-08-02,18,14
Juice,Beverages,35,2024-07-21,2024-09-19,3,8
Bread,Bakery,83,2024-07-10,2024-07-13,25,43
Orange,Fruits,45,2024-07-15,2024-08-04,42,12
Carrot,Vegetables,12,2024-07-20,2024-07-30,25,15
Spinach,Vegetables,70,2024-07-23,2024-07-31,16,42
Juice,Beverages,78,2024-07-21,2024-09-19,3,2
Tomato,Vegetables,88,2024-07-10,2024-07-23,38,36
Potato,Vegetables,75,2024-07-11,2024-07-19,46,16
Beef,Meat,46,2024-07-14,2024-07-21,34,11
Carrot,Vegetables,49,2024-07-16,2024-07-26,25,14
Chicken,Meat,54,2024-07-13,2024-07-18,39,11
Yogurt,Dairy,15,2024-07-12,2024-07-24,10,19
Orange,Fruits,64,2024-07-17,2024-08-06,42,9
Milk,Dairy,87,2024-07-16,2024-07-26,29,43
Banana,Fruits,40,2024-07-12,2024-07-19,16,32
Apple,Fruits,12,2024-07-11,2024-07-26,18,14
Fish,Seafood,45,2024-07-20,2024-07-24,32,16
Chips,Snacks,72,2024-07-12,2024-12-09,14,1
Butter,Dairy,14,2024-07-22,2024-08-21,28,12
Fish,Seafood,70,2024-07-13,2024-07-17,32,40
Cookies,Snacks,17,2024-07-18,2024-11-15,0,7
Apple,Fruits,58,2024-07-19,2024-08-03,18,20
Shrimp,Seafood,59,2024-07-22,2024-07-28,48,17
Beef,Meat,32,2024-07-10,2024-07-17,34,18
Shrimp,Seafood,60,2024-07-23,2024-07-29,48,10
Spinach,Vegetables,90,2024-07-17,2024-07-25,16,45
Yogurt,Dairy,70,2024-07-18,2024-07-30,10,44
Bread,Bakery,52,2024-07-23,2024-07-26,25,39
Spinach,Vegetables,60,2024-07-16,2024-07-24,16,37
Chicken,Meat,58,2024-07-16,2024-07-21,39,15
Shrimp,Seafood,38,2024-07-23,2024-07-29,48,17
Chips,Snacks,45,2024-07-21,2024-12-18,14,8
Broccoli,Vegetables,95,2024-07-13,2024-07-25,31,35
Fish,Seafood,76,2024-07-16,2024-07-20,32,39
Chips,Snacks,16,2024-07-22,2024-12-19,14,0
Soda,Beverages,20,2024-07-16,2024-10-14,18,0
Yogurt,Dairy,63,2024-07-10,2024-07-22,10,48
Soda,Beverages,25,2024-07-22,2024-10-20,18,0
Butter,Dairy,72,2024-07-17,2024-08-16,28,23
Banana,Fruits,26,2024-07-19,2024-07-26,16,11
Milk,Dairy,63,2024-07-17,2024-07-27,29,43
Broccoli,Vegetables,93,2024-07-23,2024-08-04,31,33
Potato,Vegetables,62,2024-07-14,2024-07-22,46,11
Apple,Fruits,55,2024-07-13,2024-07-28,18,41
Cookies,Snacks,35,2024-07-19,2024-11-16,0,9
Milk,Dairy,20,2024-07-20,2024-07-30,29,13
Orange,Fruits,90,2024-07-13,2024-08-02,42,26
Beef,Meat,98,2024-07-11,2024-07-18,34,39
Broccoli,Vegetables,34,2024-07-17,2024-07-29,31,17
Banana,Fruits,87,2024-07-23,2024-07-30,16,32
Chips,Snacks,13,2024-07-10,2024-12-07,14,0
Shrimp,Seafood,66,2024-07-20,2024-07-26,48,16
Orange,Fruits,69,2024-07-22,2024-08-11,42,6
Spinach,Vegetables,12,2024-07-11,2024-07-19,16,11
Banana,Fruits,90,2024-07-22,2024-07-29,16,36
Potato,Vegetables,65,2024-07-13,2024-07-21,46,14
Beef,Meat,30,2024-07-23,2024-07-30,34,18
Spinach,Vegetables,20,2024-07-14,2024-07-22,16,13
Carrot,Vegetables,72,2024-07-10,2024-07-20,25,37
Broccoli,Vegetables,57,2024-07-19,2024-07-31,31,11
Chips,Snacks,57,2024-07-17,2024-12-14,14,7
Juice,Beverages,44,2024-07-14,2024-09-12,3,6
Butter,Dairy,82,2024-07-19,2024-08-18,28,24
Chips,Snacks,51,2024-07-15,2024-12-12,14,2
Spinach,Vegetables,31,2024-07-15,2024-07-23,16,14
Banana,Fruits,85,2024-07-13,2024-07-20,16,33
Juice,Beverages,10,2024-07-18,2024-09-16,3,8
Carrot,Vegetables,53,2024-07-13,2024-07-23,25,37
Tomato,Vegetables,42,2024-07-19,2024-08-01,38,10
Bread,Bakery,13,2024-07-16,2024-07-19,25,14
Shrimp,Seafood,45,2024-07-18,2024-07-24,48,17
Butter,Dairy,90,2024-07-13,2024-08-12,28,31
Broccoli,Vegetables,84,2024-07-11,2024-07-23,31,34
Soda,Beverages,60,2024-07-22,2024-10-20,18,7
Chips,Snacks,36,2024-07-16,2024-12-13,14,9
Soda,Beverages,44,2024-07-17,2024-10-15,18,9
Apple,Fruits,59,2024-07-21,2024-08-05,18,24
Chicken,Meat,42,2024-07-11,2024-07-16,39,19
Soda,Beverages,52,2024-07-23,2024-10-21,18,6
Beef,Meat,63,2024-07-13,2024-07-20,34,17
Chicken,Meat,31,2024-07-19,2024-07-24,39,10
Yogurt,Dairy,26,2024-07-18,2024-07-30,10,36
Soda,Beverages,56,2024-07-18,2024-10-16,18,9
Tomato,Vegetables,71,2024-07-23,2024-08-05,38,10
Yogurt,Dairy,98,2024-07-17,2024-07-29,10,46
Juice,Beverages,97,2024-07-15,2024-09-13,3,3
Soda,Beverages,21,2024-07-18,2024-10-16,18,0
Apple,Fruits,15,2024-07-11,2024-07-26,18,15
Yogurt,Dairy,75,2024-07-23,2024-08-04,10,32
Cookies,Snacks,88,2024-07-13,2024-11-10,0,7
Juice,Beverages,42,2024-07-11,2024-09-09,3,9
Orange,Fruits,27,2024-07-10,2024-07-30,42,13
Spinach,Vegetables,27,2024-07-16,2024-07-24,16,14
Cookies,Snacks,38,2024-07-13,2024-11-10,0,8
Cookies,Snacks,42,2024-07-17,2024-11-14,0,4
Bread,Bakery,87,2024-07-19,2024-07-22,25,39
Carrot,Vegetables,41,2024-07-23,2024-08-02,25,8
Apple,Fruits,48,2024-07-15,2024-07-30,18,42
Chips,Snacks,86,2024-07-21,2024-12-18,14,4
Potato,Vegetables,16,2024-07-15,2024-07-23,46,16
Orange,Fruits,66,2024-07-10,2024-07-30,42,16
Apple,Fruits,76,2024-07-10,2024-07-25,18,39
Banana,Fruits,70,2024-07-14,2024-07-21,16,41
Juice,Beverages,40,2024-07-22,2024-09-20,3,5
Banana,Fruits,48,2024-07-12,2024-07-19,16,49
Beef,Meat,48,2024-07-12,2024-07-19,34,13
Milk,Dairy,76,2024-07-13,2024-07-23,29,31
Potato,Vegetables,14,2024-07-21,2024-07-29,46,10
Spinach,Vegetables,10,2024-07-16,2024-07-24,16,17
Spinach,Vegetables,40,2024-07-23,2024-07-31,16,43
Orange,Fruits,90,2024-07-22,2024-08-11,42,22
Shrimp,Seafood,14,2024-07-15,2024-07-21,48,19
Carrot,Vegetables,12,2024-07-17,2024-07-27,25,19
Spinach,Vegetables,21,2024-07-22,2024-07-30,16,19
Tomato,Vegetables,36,2024-07-21,2024-08-03,38,10
Orange,Fruits,83,2024-07-18,2024-08-07,42,11
Bread,Bakery,65,2024-07-17,2024-07-20,25,32
Bread,Bakery,99,2024-07-12,2024-07-15,25,45
Apple,Fruits,32,2024-07-10,2024-07-25,18,12
Chips,Snacks,58,2024-07-10,2024-12-07,14,8
Broccoli,Vegetables,21,2024-07-22,2024-08-03,31,10
Orange,Fruits,37,2024-07-12,2024-08-01,42,10
Beef,Meat,56,2024-07-23,2024-07-30,34,11
Orange,Fruits,99,2024-07-18,2024-08-07,42,22
Banana,Fruits,95,2024-07-23,2024-07-30,16,34
Tomato,Vegetables,30,2024-07-19,2024-08-01,38,19
Potato,Vegetables,84,2024-07-14,2024-07-22,46,18
Broccoli,Vegetables,44,2024-07-15,2024-07-27,31,17
Juice,Beverages,87,2024-07-17,2024-09-15,3,8
Chips,Snacks,87,2024-07-18,2024-12-15,14,8
Potato,Vegetables,16,2024-07-14,2024-07-22,46,17
Apple,Fruits,39,2024-07-11,2024-07-26,18,41
Apple,Fruits,68,2024-07-16,2024-07-31,18,34
Broccoli,Vegetables,62,2024-07-12,2024-07-24,31,14
Carrot,Vegetables,95,2024-07-12,2024-07-22,25,34
Bread,Bakery,55,2024-07-20,2024-07-23,25,40
Chicken,Meat,31,2024-07-15,2024-07-20,39,16
Spinach,Vegetables,81,2024-07-21,2024-07-29,16,38
Cookies,Snacks,70,2024-07-16,2024-11-13,0,7
Beef,Meat,30,2024-07-22,2024-07-29,34,15
Chips,Snacks,20,2024-07-17,2024-12-14,14,0
Beef,Meat,16,2024-07-10,2024-07-17,34,15
Broccoli,Vegetables,85,2024-07-23,2024-08-04,31,30
Butter,Dairy,41,2024-07-15,2024-08-14,28,6
Milk,Dairy,15,2024-07-23,2024-08-02,29,13
Tomato,Vegetables,21,2024-07-19,2024-08-01,38,14
Potato,Vegetables,54,2024-07-12,2024-07-20,46,18
Chips,Snacks,13,2024-07-22,2024-12-19,14,0
Shrimp,Seafood,66,2024-07-22,2024-07-28,48,16
Orange,Fruits,60,2024-07-22,2024-08-11,42,9
Banana,Fruits,78,2024-07-17,2024-07-24,16,47
Broccoli,Vegetables,51,2024-07-23,2024-08-04,31,14
Fish,Seafood,83,2024-07-11,2024-07-15,32,38
Juice,Beverages,62,2024-07-13,2024-09-11,3,6
Chips,Snacks,38,2024-07-21,2024-12-18,14,9
Yogurt,Dairy,88,2024-07-17,2024-07-29,10,41
Beef,Meat,29,2024-07-18,2024-07-25,34,19
Cookies,Snacks,47,2024-07-19,2024-11-16,0,3
Orange,Fruits,95,2024-07-20,2024-08-09,42,25
Chips,Snacks,85,2024-07-16,2024-12-13,14,3
Carrot,Vegetables,49,2024-07-17,2024-07-27,25,15
Carrot,Vegetables,21,2024-07-20,2024-07-30,25,13
Soda,Beverages,69,2024-07-19,2024-10-17,18,6
Orange,Fruits,69,2024-07-15,2024-08-04,42,14
Shrimp,Seafood,20,2024-07-21,2024-07-27,48,16
Spinach,Vegetables,39,2024-07-19,2024-07-27,16,37
Chips,Snacks,98,2024-07-22,2024-12-19,14,2
Chips,Snacks,57,2024-07-23,2024-12-20,14,9
Potato,Vegetables,32,2024-07-23,2024-07-31,46,13
Yogurt,Dairy,15,2024-07-22,2024-08-03,10,12
Apple,Fruits,29,2024-07-22,2024-08-06,18,9
Apple,Fruits,51,2024-07-16,2024-07-31,18,49
Soda,Beverages,64,2024-07-22,2024-10-20,18,2
Bread,Bakery,52,2024-07-16,2024-07-19,25,41
Bread,Bakery,17,2024-07-15,2024-07-18,25,12
Apple,Fruits,67,2024-07-14,2024-07-29,18,30
Spinach,Vegetables,11,2024-07-10,2024-07-18,16,10
Banana,Fruits,72,2024-07-20,2024-07-27,16,44
Beef,Meat,34,2024-07-21,2024-07-28,34,17
Chicken,Meat,28,2024-07-19,2024-07-24,39,16
Broccoli,Vegetables,75,2024-07-23,2024-08-04,31,32
Orange,Fruits,43,2024-07-10,2024-07-30,42,15
Shrimp,Seafood,59,2024-07-12,2024-07-18,48,16
Yogurt,Dairy,15,2024-07-18,2024-07-30,10,10
Apple,Fruits,83,2024-07-11,2024-07-26,18,32
Orange,Fruits,19,2024-07-14,2024-08-03,42,7
Broccoli,Vegetables,34,2024-07-13,2024-07-25,31,13
Banana,Fruits,10,2024-07-22,2024-07-29,16,16
Spinach,Vegetables,79,2024-07-16,2024-07-24,16,46
Yogurt,Dairy,74,2024-07-18,2024-07-30,10,42
Soda,Beverages,33,2024-07-16,2024-10-14,18,0
Soda,Beverages,35,2024-07-13,2024-10-11,18,0
Bread,Bakery,36,2024-07-11,2024-07-14,25,12
Broccoli,Vegetables,12,2024-07-21,2024-08-02,31,9
Juice,Beverages,89,2024-07-15,2024-09-13,3,7
Carrot,Vegetables,60,2024-07-21,2024-07-31,25,35
